Timestamp,Accel_X_g,Accel_Y_g,Accel_Z_g
02:26:22.549,0.0630,0.0908,1.0396
02:26:22.560,0.0493,0.0918,1.0356
02:26:22.571,0.0732,0.0894,1.0073
02:26:22.582,0.0767,0.0825,1.0049
02:26:22.593,0.0791,0.0757,1.0122
02:26:22.604,0.1035,0.0908,1.0010
02:26:22.616,0.0874,0.0747,1.0215
02:26:22.627,0.1050,0.0781,0.9961
02:26:22.638,0.0679,0.0688,1.0132
02:26:22.649,0.0752,0.0674,0.9976
02:26:22.660,0.0571,0.0493,0.9966
02:26:22.671,0.0352,0.0415,1.0229
02:26:22.682,0.0557,0.0381,1.0234
02:26:22.693,0.0449,0.0400,1.0259
02:26:22.705,0.0405,0.0444,1.0156
02:26:22.717,0.0308,0.0547,1.0117
02:26:22.728,0.0249,0.0562,1.0161
02:26:22.739,0.0220,0.0586,1.0200
02:26:22.750,0.0220,0.0444,1.0220
02:26:22.761,0.0264,0.0269,1.0190
02:26:22.773,0.0288,0.0288,1.0195
02:26:22.786,0.0200,0.0146,1.0293
02:26:22.797,0.0156,0.0181,1.0483
02:26:22.810,0.0278,0.0210,1.0479
02:26:22.821,0.0156,-0.0010,1.0527
02:26:22.832,0.0225,0.0044,1.0391
02:26:22.845,0.0195,-0.0005,1.0342
02:26:22.857,0.0229,-0.0005,1.0400
02:26:22.868,-0.0015,-0.0054,1.0518
02:26:22.879,0.0122,-0.0156,1.0464
02:26:22.890,0.0010,-0.0088,1.0508
02:26:22.901,-0.0020,-0.0146,1.0649
02:26:22.914,0.0093,0.0117,1.0601
02:26:22.925,-0.0063,0.0205,1.0703
02:26:22.936,0.0005,0.0088,1.0708
02:26:22.950,-0.0112,-0.0034,1.0771
02:26:22.961,-0.0151,-0.0137,1.0742
02:26:22.972,-0.0142,-0.0176,1.0684
02:26:22.989,-0.0063,-0.0103,1.0464
02:26:23.000,-0.0059,0.0103,1.0425
02:26:23.015,-0.0049,0.0220,1.0356
02:26:23.028,-0.0073,0.0176,1.0400
02:26:23.041,0.0000,0.0117,1.0186
02:26:23.054,0.0073,0.0078,1.0054
02:26:23.066,0.0146,0.0176,0.9985
02:26:23.078,0.0024,0.0068,1.0059
02:26:23.089,0.0117,0.0146,0.9917
02:26:23.101,0.0127,0.0068,0.9990
02:26:23.114,0.0249,0.0063,0.9995
02:26:23.126,0.0186,0.0029,0.9971
02:26:23.142,-0.0112,0.0117,1.0059
02:26:23.154,-0.0078,0.0181,1.0059
02:26:23.167,-0.0073,0.0151,1.0005
02:26:23.180,0.0083,0.0161,0.9854
02:26:23.192,-0.0186,0.0059,0.9893
02:26:23.206,-0.0020,0.0024,1.0269
02:26:23.218,0.0464,0.0732,1.2358
02:26:23.229,-0.0103,-0.0415,0.7793
02:26:23.242,0.0088,-0.0205,0.8955
02:26:23.254,-0.0254,-0.0586,0.9272
02:26:23.267,0.0049,0.0884,1.1240
02:26:23.281,0.0098,0.0029,0.9414
02:26:23.292,0.0210,0.0283,1.0176
02:26:23.304,0.0161,0.0015,1.0332
02:26:23.316,-0.0503,0.0288,0.9858
02:26:23.327,-0.0078,0.0098,1.0396
02:26:23.342,0.0259,0.0229,0.9863
02:26:23.356,-0.0034,0.0430,0.9829
02:26:23.374,-0.0024,0.0483,1.0093
02:26:23.387,-0.0112,-0.0132,1.0850
02:26:23.400,-0.0186,-0.0361,1.0259
02:26:23.412,-0.0190,-0.0103,0.8906
02:26:23.423,0.0034,-0.0566,1.0195
02:26:23.435,-0.0308,-0.0312,1.0757
02:26:23.447,-0.0186,-0.0283,0.9775
02:26:23.459,-0.0059,0.0166,1.0029
02:26:23.471,-0.0361,0.0308,1.0112
02:26:23.482,0.0254,0.0146,1.0029
02:26:23.495,0.0234,0.0054,1.0171
02:26:23.507,0.0278,-0.0146,1.0034
02:26:23.521,0.0122,0.0005,0.9902
02:26:23.535,-0.0322,-0.0156,0.9858
02:26:23.551,0.0444,0.0029,1.0312
02:26:23.564,0.0283,-0.0142,1.0034
02:26:23.580,0.0215,0.0298,1.0186
02:26:23.593,0.1313,-0.0547,1.0654
02:26:23.605,0.0137,-0.0347,0.9727
02:26:23.619,0.0034,0.0078,1.0381
02:26:23.631,-0.0127,0.0171,0.9355
02:26:23.643,0.0161,0.0078,0.9951
02:26:23.657,0.0117,-0.0024,1.0103
02:26:23.672,-0.0049,0.0293,0.9985
02:26:23.687,0.0342,0.0132,1.0181
02:26:23.701,0.0020,0.0015,0.9932
02:26:23.713,0.0361,0.0122,1.0093
02:26:23.725,0.0259,-0.0039,0.9995
02:26:23.736,-0.0044,-0.0078,1.0020
02:26:23.747,0.0073,-0.0107,0.9956
02:26:23.758,-0.0005,0.0112,0.9902
02:26:23.773,-0.0034,0.0151,1.0073
02:26:23.786,0.0142,-0.0059,1.0088
02:26:23.797,0.0156,0.0068,1.0132
02:26:23.808,0.0210,-0.0034,1.0083
02:26:23.822,0.0049,-0.0107,0.9980
02:26:23.836,0.0059,-0.0078,0.9985
02:26:23.847,0.0029,0.0049,0.9897
02:26:23.859,0.0068,0.0059,0.9980
02:26:23.870,0.0044,0.0073,0.9893
02:26:23.882,0.0054,0.0059,0.9990
02:26:23.893,0.0093,-0.0005,1.0024
02:26:23.904,0.0132,0.0039,0.9966
02:26:23.916,0.0146,-0.0083,1.0332
02:26:23.927,0.0259,0.0059,0.9834
02:26:23.938,0.0073,0.0039,0.9692
02:26:23.949,0.0225,-0.0049,1.0591
02:26:23.961,0.0205,0.0122,0.9541
02:26:23.974,-0.0068,0.0107,1.0098
02:26:23.986,0.0024,-0.0127,1.0210
02:26:23.998,-0.0078,0.0151,1.0049
02:26:24.009,0.0190,-0.0210,0.9590
02:26:24.020,-0.0703,-0.0957,0.9897
02:26:24.033,0.0444,0.0298,0.9883
02:26:24.049,-0.0161,-0.0244,0.9756
02:26:24.062,0.0327,-0.0049,1.0122
02:26:24.073,-0.0122,0.0049,0.9634
02:26:24.085,0.0083,0.0171,1.0078
02:26:24.097,0.0161,0.0483,1.0044
02:26:24.117,0.0283,0.0024,0.9971
02:26:24.128,0.0146,-0.0044,1.0000
02:26:24.140,0.0190,0.0181,0.9819
02:26:24.154,0.0225,-0.0176,0.9980
02:26:24.168,0.0151,-0.0088,0.9985
02:26:24.179,0.0176,-0.0049,1.0527
02:26:24.194,0.0137,0.0156,0.9771
02:26:24.206,0.0068,-0.0117,1.0034
02:26:24.218,0.0010,-0.0151,1.0088
02:26:24.231,0.0146,0.0068,1.0127
02:26:24.246,0.0547,-0.0195,0.9829
02:26:24.259,0.0220,0.0029,0.9785
02:26:24.274,0.0156,0.0205,0.9946
02:26:24.286,-0.0029,-0.0122,1.0088
02:26:24.306,0.0137,-0.0078,1.0044
02:26:24.318,0.0312,0.0190,0.9878
02:26:24.329,0.0020,-0.0098,0.9814
02:26:24.340,0.0215,0.0054,0.9922
02:26:24.353,0.0342,0.0073,1.0156
02:26:24.364,0.0239,0.0073,1.0083
02:26:24.377,0.0820,-0.0630,1.0381
02:26:24.389,0.0098,-0.0400,1.0039
02:26:24.401,0.0078,-0.0093,1.0117
02:26:24.421,-0.0479,-0.0581,1.0234
02:26:24.432,-0.0005,0.0205,0.9956
02:26:24.445,-0.0010,-0.0352,0.9937
02:26:24.461,0.0190,-0.0151,1.0020
02:26:24.474,0.0020,-0.0171,1.0146
02:26:24.485,0.0039,-0.0181,1.0107
02:26:24.496,0.0366,0.0107,1.0127
02:26:24.508,0.0142,-0.0024,0.9771
02:26:24.525,-0.0127,0.0117,0.9961
02:26:24.538,0.0068,0.0293,0.9976
02:26:24.550,0.0244,0.0454,1.0024
02:26:24.561,0.0181,0.0342,1.0088
02:26:24.573,0.0190,0.0244,1.0078
02:26:24.586,0.0210,-0.0044,1.0127
02:26:24.600,0.0098,-0.0024,0.9917
02:26:24.612,0.0034,-0.0029,1.0000
02:26:24.623,-0.0005,0.0029,0.9980
02:26:24.637,0.0034,0.0073,0.9990
02:26:24.649,0.0078,0.0024,0.9961
02:26:24.660,0.0176,0.0073,1.0020
02:26:24.673,0.0137,-0.0015,0.9971
02:26:24.686,0.0283,0.0054,0.9868
02:26:24.697,0.0015,0.0029,1.0122
02:26:24.708,0.0093,0.0073,1.0044
02:26:24.721,-0.0283,0.0063,0.9819
02:26:24.736,0.0112,0.0068,1.0010
02:26:24.749,0.0190,-0.0010,0.9888
02:26:24.762,0.0239,-0.0215,0.9976
02:26:24.776,0.0044,-0.0093,1.0122
02:26:24.788,0.0923,-0.0181,1.0405
02:26:24.800,0.0068,-0.0029,0.9834
02:26:24.811,-0.0322,-0.0034,1.0195
02:26:24.827,0.0195,-0.0010,0.9951
02:26:24.839,-0.0103,0.0039,1.0034
02:26:24.853,0.0210,0.0068,1.0078
02:26:24.864,-0.0254,0.0005,0.9561
02:26:24.876,-0.0054,0.0000,1.0029
02:26:24.888,-0.0054,0.0024,0.9854
02:26:24.900,0.0083,-0.0078,0.9990
02:26:24.911,-0.0112,-0.0015,0.9771
02:26:24.922,0.0039,-0.0181,1.0068
02:26:24.934,-0.0283,0.0039,0.9795
02:26:24.945,0.0146,-0.0127,1.0034
02:26:24.958,0.0146,0.0142,1.0234
02:26:24.970,0.0122,0.0210,0.9917
02:26:24.982,0.0029,-0.0024,1.0039
02:26:24.995,0.0244,0.0039,1.0020
02:26:25.006,-0.0117,-0.0024,0.9976
02:26:25.017,0.0249,-0.0122,1.0039
02:26:25.028,0.0210,-0.0254,0.9878
02:26:25.040,-0.0029,0.0200,0.9673
02:26:25.051,-0.0068,-0.0049,0.9932
02:26:25.062,0.0454,-0.0024,1.0200
02:26:25.074,-0.0015,0.0146,0.9927
02:26:25.095,-0.0005,-0.0029,1.0059
02:26:25.106,0.0010,0.0034,0.9971
02:26:25.121,0.0044,-0.0029,0.9883
02:26:25.133,0.0098,-0.0015,1.0063
02:26:25.146,0.0259,0.0068,1.0083
02:26:25.159,0.0127,0.0098,1.0127
02:26:25.171,0.0107,-0.0063,0.9980
02:26:25.184,0.0229,-0.0015,1.0049
02:26:25.198,0.0137,0.0117,0.9927
02:26:25.212,0.0044,-0.0015,0.9941
02:26:25.227,0.0107,-0.0161,1.0073
02:26:25.241,-0.0078,0.0029,0.9902
02:26:25.252,0.0098,0.0078,1.0034
02:26:25.264,0.0127,0.0010,1.0063
02:26:25.275,0.0181,0.0020,1.0029
02:26:25.292,0.0181,0.0063,0.9922
02:26:25.306,-0.0039,-0.0112,1.0005
02:26:25.318,0.0068,0.0000,0.9863
02:26:25.329,0.0034,-0.0039,1.0024
02:26:25.341,0.0093,0.0000,1.0054
02:26:25.352,0.0127,0.0010,0.9990
02:26:25.364,0.0117,0.0015,0.9980
02:26:25.376,0.0054,-0.0098,1.0117
02:26:25.387,0.0103,-0.0068,1.0054
02:26:25.404,0.0107,-0.0005,1.0039
02:26:25.415,0.0122,0.0005,0.9980
02:26:25.433,0.0083,0.0063,1.0024
02:26:25.447,0.0068,-0.0034,1.0005
02:26:25.460,0.0068,0.0034,0.9971
02:26:25.473,0.0049,0.0029,1.0024
02:26:25.487,0.0088,0.0039,0.9985
02:26:25.498,0.0107,0.0029,0.9971
02:26:25.510,0.0112,0.0010,1.0024
02:26:25.522,0.0161,-0.0029,0.9966
02:26:25.534,0.0273,0.0078,1.0020
02:26:25.546,0.0078,-0.0063,0.9746
02:26:25.560,0.0156,-0.0176,1.0449
02:26:25.571,0.0171,-0.0010,0.9756
02:26:25.582,0.0000,0.0308,1.0020
02:26:25.593,0.0073,0.0039,1.0024
02:26:25.604,0.0176,0.0210,0.9844
02:26:25.615,-0.0181,0.0098,0.9917
02:26:25.626,-0.0029,0.0161,0.9995
02:26:25.639,0.1064,-0.0005,1.0840
02:26:25.656,0.0190,-0.0122,1.0063
02:26:25.668,0.0107,-0.0112,1.0376
02:26:25.679,0.0347,0.0303,0.9937
02:26:25.690,-0.0391,-0.0093,0.9692
02:26:25.701,0.0156,-0.0068,1.0493
02:26:25.713,0.0039,0.0054,1.0049
02:26:25.724,0.0083,0.0039,0.9468
02:26:25.735,0.0293,0.0322,1.0063
02:26:25.747,-0.0132,-0.0063,0.9980
02:26:25.769,0.0244,0.0088,1.0073
02:26:25.780,0.0215,-0.0049,1.0210
02:26:25.793,0.0166,0.0103,0.9980
02:26:25.805,-0.0029,-0.0088,1.0186
02:26:25.817,0.0078,0.0103,0.9893
02:26:25.832,0.0029,0.0015,0.9839
02:26:25.848,-0.0005,-0.0166,1.0229
02:26:25.859,0.0205,0.0483,0.9937
02:26:25.870,0.0068,0.0156,0.9863
02:26:25.884,0.0386,-0.0220,1.0537
02:26:25.897,0.0288,-0.0122,1.0078
02:26:25.913,0.0107,0.0034,0.9961
02:26:25.926,-0.0005,-0.0098,1.0083
02:26:25.940,-0.0083,-0.0073,0.9844
02:26:25.954,0.0166,0.0039,1.0059
02:26:25.968,0.0000,0.0044,0.9922
02:26:25.980,0.0073,0.0088,0.9956
02:26:25.992,-0.0181,-0.0103,0.9717
02:26:26.005,0.0093,0.0342,0.9985
02:26:26.017,0.0171,-0.0166,1.0068
02:26:26.029,0.0293,0.0132,1.0098
02:26:26.040,0.0288,-0.0142,1.0200
02:26:26.056,0.0098,-0.0132,1.0073
02:26:26.068,-0.0010,0.0259,0.9932
02:26:26.079,-0.0078,-0.0132,0.9854
02:26:26.090,0.0044,-0.0010,0.9985
02:26:26.101,0.0068,0.0024,0.9785
02:26:26.115,0.0044,0.0029,0.9976
02:26:26.129,0.0308,0.0098,0.9976
02:26:26.141,0.0039,0.0005,1.0190
02:26:26.154,0.0093,-0.0093,0.9873
02:26:26.166,-0.0073,-0.0078,1.0112
02:26:26.177,-0.0010,-0.0034,0.9937
02:26:26.190,-0.0015,0.0000,1.0024
02:26:26.203,-0.0054,0.0039,1.0103
02:26:26.215,0.0190,0.0127,0.9868
02:26:26.227,0.0205,0.0093,0.9922
02:26:26.239,0.0205,-0.0029,1.0034
02:26:26.251,0.0127,-0.0034,1.0024
02:26:26.269,0.0142,-0.0063,1.0078
02:26:26.280,0.0176,0.0054,0.9980
02:26:26.292,0.0151,0.0039,0.9873
02:26:26.305,0.0127,0.0000,0.9995
02:26:26.319,0.0103,0.0034,0.9873
02:26:26.331,-0.0034,-0.0098,1.0034
02:26:26.343,0.0166,0.0020,0.9951
02:26:26.356,0.0215,0.0093,0.9917
02:26:26.370,0.0039,0.0039,1.0132
02:26:26.381,0.0317,-0.0020,0.9956
02:26:26.393,-0.0171,0.0200,0.9932
02:26:26.404,0.0376,-0.0181,1.0229
02:26:26.415,0.0059,-0.0161,0.9785
02:26:26.432,0.0005,0.0088,0.9868
02:26:26.446,-0.0054,0.0083,0.9829
02:26:26.460,0.0352,0.0083,1.0288
02:26:26.472,-0.0137,-0.0034,0.9863
02:26:26.490,0.0020,-0.0054,1.0029
02:26:26.502,-0.0337,-0.0210,0.9824
02:26:26.516,-0.0083,-0.0005,0.9893
02:26:26.527,-0.0151,0.0347,1.0063
02:26:26.540,0.0083,0.0225,0.9897
02:26:26.552,0.0234,-0.0269,0.9912
02:26:26.566,0.0454,-0.0181,1.0493
02:26:26.578,0.0195,-0.0020,0.9907
02:26:26.589,0.0542,-0.0049,1.0132
02:26:26.605,0.0059,0.0166,0.9512
02:26:26.617,0.0059,-0.0112,1.0503
02:26:26.628,0.0405,-0.0107,0.9834
02:26:26.644,0.0225,-0.0024,1.0186
02:26:26.656,-0.0312,-0.0044,0.9775
02:26:26.672,0.0000,0.0073,1.0039
02:26:26.685,0.0103,-0.0005,0.9609
02:26:26.697,0.0308,0.0039,0.9868
02:26:26.710,0.0176,-0.0039,0.9912
02:26:26.724,0.0205,-0.0054,0.9956
02:26:26.735,0.0029,-0.0200,1.0063
02:26:26.752,-0.0073,-0.0146,0.9805
02:26:26.764,0.0063,0.0049,1.0137
02:26:26.775,0.0093,-0.0103,1.0034
02:26:26.790,0.0386,-0.0068,1.0308
02:26:26.802,0.0024,-0.0063,1.0171
02:26:26.813,0.0186,-0.0015,0.9951
02:26:26.826,0.0229,-0.0029,0.9946
02:26:26.838,-0.0078,0.0176,1.0044
02:26:26.853,0.0176,-0.0024,1.0088
02:26:26.865,0.0020,-0.0088,0.9888
02:26:26.876,0.0049,0.0049,1.0093
02:26:26.887,-0.0005,-0.0039,1.0112
02:26:26.899,0.0127,-0.0073,1.0000
02:26:26.912,0.0181,0.0024,0.9985
02:26:26.926,-0.0029,-0.0112,0.9980
02:26:26.939,-0.0151,-0.0024,0.9932
02:26:26.952,0.0020,0.0010,1.0068
02:26:26.966,0.0234,0.0073,1.0000
02:26:26.980,0.0249,0.0181,1.0107
02:26:26.996,0.0464,0.0088,1.0195
02:26:27.009,0.0073,0.0020,1.0020
02:26:27.029,-0.0059,-0.0190,1.0156
02:26:27.041,-0.0181,-0.0171,0.9824
02:26:27.053,-0.0166,-0.0024,1.0000
02:26:27.065,0.0137,0.0166,0.9966
02:26:27.087,0.0332,0.0200,0.9941
02:26:27.099,0.0244,0.0029,1.0039
02:26:27.110,-0.0010,-0.0146,1.0044
02:26:27.123,0.0073,-0.0190,1.0034
02:26:27.134,-0.0103,-0.0205,1.0073
02:26:27.150,0.0068,-0.0029,0.9990
02:26:27.162,0.0239,0.0151,0.9971
02:26:27.176,0.0190,0.0234,0.9961
02:26:27.189,0.0078,-0.0029,1.0024
02:26:27.201,0.0103,-0.0010,0.9917
02:26:27.214,0.0024,-0.0161,0.9976
02:26:27.225,0.0117,-0.0112,0.9976
02:26:27.242,0.0195,-0.0029,1.0034
02:26:27.256,0.0322,0.0156,0.9927
02:26:27.269,0.0029,0.0029,1.0049
02:26:27.280,0.0171,0.0073,0.9907
02:26:27.291,-0.0068,-0.0068,1.0142
02:26:27.304,0.0073,-0.0005,0.9951
02:26:27.315,-0.0039,-0.0107,1.0107
02:26:27.328,0.0117,0.0015,0.9961
02:26:27.345,0.0161,0.0010,0.9912
02:26:27.358,0.0117,-0.0059,0.9971
02:26:27.369,0.0054,0.0010,1.0063
02:26:27.382,-0.0054,-0.0034,1.0117
02:26:27.394,-0.0010,-0.0005,1.0068
02:26:27.406,0.0239,0.0063,0.9834
02:26:27.417,-0.0078,0.0000,0.9932
02:26:27.428,-0.0161,0.0054,1.0137
02:26:27.442,0.0171,0.0103,1.0010
02:26:27.453,0.0342,0.0156,0.9858
02:26:27.466,0.0337,0.0073,1.0210
02:26:27.477,0.0454,0.0117,1.0122
02:26:27.488,0.0137,-0.0039,0.9990
02:26:27.502,0.0029,-0.0127,0.9990
02:26:27.514,-0.0156,-0.0161,1.0010
02:26:27.527,-0.0205,-0.0078,0.9805
02:26:27.538,-0.0117,0.0044,0.9863
02:26:27.556,0.0112,0.0200,0.9990
02:26:27.567,0.0234,0.0161,0.9927
02:26:27.578,0.0293,0.0044,1.0132
02:26:27.590,0.0093,-0.0103,1.0029
02:26:27.605,0.0264,-0.0073,1.0117
02:26:27.617,-0.0054,-0.0015,0.9858
02:26:27.631,-0.0151,-0.0024,0.9722
02:26:27.644,0.0068,0.0283,0.9961
02:26:27.658,0.0112,0.0088,0.9917
02:26:27.672,0.0044,0.0010,0.9932
02:26:27.684,0.0073,-0.0015,1.0151
02:26:27.698,0.0098,-0.0010,1.0015
02:26:27.710,0.0308,-0.0063,1.0151
02:26:27.721,-0.0679,0.0327,1.0054
02:26:27.733,-0.0112,0.0010,0.9702
02:26:27.746,-0.0049,0.0049,1.0244
02:26:27.758,0.0010,0.0117,1.0054
02:26:27.769,-0.0146,-0.0112,0.9937
02:26:27.781,-0.0015,-0.0020,0.9990
02:26:27.792,0.0166,0.0029,0.9888
02:26:27.807,0.0278,0.0029,1.0132
02:26:27.819,0.0244,0.0073,1.0059
02:26:27.834,-0.0005,0.0034,0.9858
02:26:27.846,-0.0029,0.0020,1.0010
02:26:27.871,-0.0049,0.0059,0.9893
02:26:27.882,-0.0049,0.0049,0.9971
02:26:27.894,0.0142,0.0020,1.0083
02:26:27.906,0.0137,0.0020,1.0093
02:26:27.917,0.0234,0.0068,1.0088
02:26:27.929,0.0249,-0.0024,1.0156
02:26:27.941,0.0146,-0.0054,0.9951
02:26:27.954,0.0054,-0.0020,1.0029
02:26:27.965,-0.0039,-0.0063,1.0005
02:26:27.976,-0.0068,-0.0029,0.9854
02:26:27.989,-0.0034,0.0034,0.9893
02:26:28.002,0.0127,0.0132,1.0029
02:26:28.016,0.0239,0.0054,0.9990
02:26:28.027,0.0215,-0.0015,1.0112
02:26:28.041,0.0156,-0.0068,1.0088
02:26:28.053,0.0073,-0.0083,1.0029
02:26:28.064,-0.0020,-0.0073,1.0015
02:26:28.077,-0.0083,0.0000,0.9946
02:26:28.089,0.0024,0.0054,0.9971
02:26:28.101,0.0083,0.0112,1.0029
02:26:28.114,0.0127,0.0063,1.0054
02:26:28.130,0.0288,0.0088,1.0156
02:26:28.141,0.0088,0.0005,0.9575
02:26:28.154,-0.0107,0.0010,0.9922
02:26:28.166,0.0039,-0.0073,1.0020
02:26:28.179,0.0049,0.0103,1.0063
02:26:28.190,-0.0498,0.0190,0.9961
02:26:28.208,0.0020,0.0024,0.9707
02:26:28.220,0.0210,-0.0044,1.0327
02:26:28.232,0.0239,0.0073,1.0366
02:26:28.244,0.0137,0.0098,1.0151
02:26:28.256,-0.0010,-0.0029,0.9995
02:26:28.269,-0.0015,0.0176,0.9995
02:26:28.281,-0.0425,0.0020,0.9800
02:26:28.295,-0.0220,-0.0005,0.9541
02:26:28.310,0.0181,-0.0063,1.0210
02:26:28.321,0.0435,0.0156,0.9897
02:26:28.333,0.0210,-0.0063,0.9902
02:26:28.344,-0.0239,0.0249,1.0312
02:26:28.355,0.0024,-0.0127,1.0034
02:26:28.366,0.0132,-0.0049,1.0088
02:26:28.377,0.0049,0.0049,0.9995
02:26:28.389,-0.0254,0.0005,0.9507
02:26:28.400,0.0078,-0.0015,0.9712
02:26:28.414,0.0186,0.0005,0.9980
02:26:28.426,0.0186,0.0029,1.0103
02:26:28.441,0.0327,0.0112,1.0107
02:26:28.455,0.0132,-0.0029,1.0103
02:26:28.469,0.0020,-0.0010,1.0039
02:26:28.481,0.0059,0.0063,1.0049
02:26:28.496,0.0078,0.0093,0.9985
02:26:28.509,0.0103,0.0044,0.9976
02:26:28.520,0.0078,0.0029,0.9980
02:26:28.531,0.0078,0.0010,1.0010
02:26:28.543,0.0117,-0.0078,1.0020
02:26:28.554,0.0171,0.0010,1.0098
02:26:28.569,0.0200,0.0063,1.0039
02:26:28.580,0.0137,0.0029,0.9966
02:26:28.592,0.0049,-0.0049,0.9937
02:26:28.606,0.0000,-0.0034,0.9995
02:26:28.617,-0.0063,-0.0010,1.0010
02:26:28.628,0.0005,-0.0010,0.9941
02:26:28.641,0.0107,0.0073,1.0015
02:26:28.653,0.0161,0.0059,1.0010
02:26:28.665,0.0186,0.0020,1.0078
02:26:28.677,0.0137,-0.0024,1.0088
02:26:28.690,0.0088,-0.0005,1.0039
02:26:28.703,0.0044,-0.0034,0.9956
02:26:28.718,0.0015,0.0093,0.9976
02:26:28.730,0.0034,0.0010,0.9937
02:26:28.742,0.0005,-0.0103,1.0142
02:26:28.755,0.0215,0.0068,1.0015
02:26:28.767,0.0029,-0.0029,0.9751
02:26:28.786,0.0132,0.0083,0.9775
02:26:28.797,0.0181,0.0049,0.9995
02:26:28.809,0.0151,-0.0020,0.9980
02:26:28.822,0.0112,0.0093,0.9985
02:26:28.835,-0.0127,-0.0044,0.9702
02:26:28.850,0.0059,-0.0317,1.0195
02:26:28.863,-0.0093,0.0278,0.9966
02:26:28.879,-0.0034,0.0195,0.9961
02:26:28.891,-0.0059,-0.0034,0.9351
02:26:28.903,0.0254,0.0083,1.0107
02:26:28.916,0.0093,0.0132,1.0005
02:26:28.929,0.0083,-0.0054,0.9746
02:26:28.946,-0.0063,-0.0190,0.9995
02:26:28.958,0.0132,0.0098,1.0156
02:26:28.970,-0.0332,0.0186,0.9482
02:26:28.983,0.0054,0.0117,1.0161
02:26:28.995,0.0039,-0.0107,0.9766
02:26:29.008,0.0405,-0.0078,1.0034
02:26:29.023,0.0039,-0.0078,1.0200
02:26:29.037,-0.0049,-0.0103,1.0063
02:26:29.049,0.0088,-0.0005,0.9722
02:26:29.064,-0.0044,0.0215,1.0049
02:26:29.076,0.0146,-0.0005,0.9961
02:26:29.091,0.0073,-0.0127,0.9907
02:26:29.104,0.0132,0.0015,1.0005
02:26:29.117,0.0176,0.0059,1.0054
02:26:29.130,0.0054,0.0015,0.9995
02:26:29.145,0.0107,0.0073,1.0132
02:26:29.162,0.0098,0.0078,1.0054
02:26:29.178,-0.0093,0.0142,1.0000
02:26:29.189,0.0093,-0.0127,1.0010
02:26:29.201,0.0146,0.0034,1.0146
02:26:29.212,0.0186,-0.0024,1.0039
02:26:29.223,0.0024,0.0005,0.9951
02:26:29.234,0.0044,0.0039,1.0005
02:26:29.245,0.0146,0.0034,1.0020
02:26:29.260,0.0088,-0.0015,0.9995
02:26:29.271,0.0088,0.0010,1.0005
02:26:29.282,0.0122,0.0020,0.9985
02:26:29.294,0.0161,0.0020,1.0010
02:26:29.306,0.0063,0.0034,0.9927
02:26:29.319,0.0098,0.0103,1.0054
02:26:29.337,0.0103,0.0010,0.9951
02:26:29.348,0.0073,-0.0020,1.0024
02:26:29.361,0.0098,0.0000,1.0010
02:26:29.373,0.0142,0.0044,1.0054
02:26:29.386,0.0073,-0.0020,1.0029
02:26:29.400,0.0098,-0.0005,0.9941
02:26:29.411,0.0073,-0.0039,1.0000
02:26:29.423,0.0132,0.0010,0.9980
02:26:29.435,0.0049,0.0020,1.0015
